timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,expiry
2025-02-04 09:25:28.150453,NIFTY27FEB25F,FUTIDX,23593.0,825975,23590.55,23590.6,17011875,150,750,NIFTY,27-FEB-2025
2025-02-04 09:25:36.196977,NIFTY27FEB25F,FUTIDX,23594.4,844575,23594.15,23594.4,17011875,450,600,NIFTY,27-FEB-2025
2025-02-04 09:25:45.064467,NIFTY27FEB25F,FUTIDX,23589.35,853275,23587.45,23589.35,17011875,225,75,NIFTY,27-FEB-2025
2025-02-04 09:25:52.906477,NIFTY27FEB25F,FUTIDX,23592.6,855750,23591.0,23591.3,17011875,75,75,NIFTY,27-FEB-2025
2025-02-04 09:26:00.868550,NIFTY27FEB25F,FUTIDX,23592.05,862125,23586.6,23590.95,17011875,450,75,NIFTY,27-FEB-2025
2025-02-04 09:26:08.774722,NIFTY27FEB25F,FUTIDX,23593.4,866325,23588.75,23590.95,17011875,375,75,NIFTY,27-FEB-2025
2025-02-04 09:26:17.181276,NIFTY27FEB25F,FUTIDX,23589.8,870525,23584.1,23588.7,17011875,75,300,NIFTY,27-FEB-2025
2025-02-04 09:26:42.224814,NIFTY27FEB25F,FUTIDX,23584.95,881325,23583.35,23585.0,17011875,75,225,NIFTY,27-FEB-2025
2025-02-04 09:26:50.862133,NIFTY27FEB25F,FUTIDX,23585.0,882900,23585.0,23588.15,17011875,1125,75,NIFTY,27-FEB-2025
2025-02-04 09:26:58.817694,NIFTY27FEB25F,FUTIDX,23580.0,889275,23580.0,23585.2,17011875,3975,150,NIFTY,27-FEB-2025
2025-02-04 09:42:54.523724,NIFTY27FEB25F,FUTIDX,23630.0,1777350,23629.55,23630.0,17297100,75,1500,NIFTY,27-FEB-2025
2025-02-04 09:43:02.484514,NIFTY27FEB25F,FUTIDX,23630.0,1782150,23629.4,23631.0,17297100,75,150,NIFTY,27-FEB-2025
2025-02-04 09:43:10.155772,NIFTY27FEB25F,FUTIDX,23630.0,1785000,23628.35,23630.0,17297100,150,150,NIFTY,27-FEB-2025
2025-02-04 09:43:19.248782,NIFTY27FEB25F,FUTIDX,23632.85,1794825,23628.7,23634.35,17297100,225,1125,NIFTY,27-FEB-2025
2025-02-04 09:43:29.050666,NIFTY27FEB25F,FUTIDX,23633.25,1796175,23627.85,23633.75,17297100,75,300,NIFTY,27-FEB-2025
2025-02-04 09:43:41.339901,NIFTY27FEB25F,FUTIDX,23626.5,1803750,23627.4,23629.9,17297100,300,150,NIFTY,27-FEB-2025
2025-02-04 09:43:49.394982,NIFTY27FEB25F,FUTIDX,23632.65,1806075,23631.65,23632.7,17297100,975,75,NIFTY,27-FEB-2025
2025-02-04 09:44:00.875543,NIFTY27FEB25F,FUTIDX,23627.65,1809150,23627.35,23629.3,17297100,975,75,NIFTY,27-FEB-2025
2025-02-04 09:44:14.510292,NIFTY27FEB25F,FUTIDX,23630.65,1814325,23629.3,23632.0,17297100,375,525,NIFTY,27-FEB-2025
2025-02-04 09:44:37.263385,NIFTY27FEB25F,FUTIDX,23631.5,1821900,23630.8,23632.5,17297100,150,75,NIFTY,27-FEB-2025
2025-02-04 09:44:46.057168,NIFTY27FEB25F,FUTIDX,23630.25,1823250,23629.9,23630.15,17297100,75,75,NIFTY,27-FEB-2025
2025-02-04 09:44:55.085339,NIFTY27FEB25F,FUTIDX,23631.15,1825425,23630.25,23632.0,17297100,600,75,NIFTY,27-FEB-2025
2025-02-04 09:45:03.165945,NIFTY27FEB25F,FUTIDX,23639.6,1835775,23637.2,23639.1,17297100,600,75,NIFTY,27-FEB-2025
