timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,strike,option_type,expiry
2025-02-04 09:17:10.806738,BEL27FEB25C280,OPTSTK,9.8,1305300,9.7,9.8,5953650,2850,28500,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:17:18.767300,BEL27FEB25C280,OPTSTK,10.05,1305300,9.7,9.8,5953650,2850,28500,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:17:31.178957,BEL27FEB25C280,OPTSTK,10.15,1382250,10.1,10.2,5953650,19950,14250,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:17:42.301419,BEL27FEB25C280,OPTSTK,10.25,1382250,10.1,10.2,5953650,19950,14250,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:17:51.098043,BEL27FEB25C280,OPTSTK,10.25,1382250,10.1,10.2,5953650,19950,14250,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:17:58.037062,BEL27FEB25C280,OPTSTK,10.4,1382250,10.1,10.2,5953650,19950,14250,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:05.328612,BEL27FEB25C280,OPTSTK,10.6,1464900,10.35,10.45,5953650,22800,17100,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:12.186868,BEL27FEB25C280,OPTSTK,10.55,1464900,10.35,10.45,5953650,22800,17100,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:18.713119,BEL27FEB25C280,OPTSTK,10.45,1464900,10.35,10.45,5953650,22800,17100,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:25.389410,BEL27FEB25C280,OPTSTK,10.55,1704300,10.55,10.65,5953650,14250,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:33.347594,BEL27FEB25C280,OPTSTK,10.5,1704300,10.55,10.65,5811150,14250,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:46.160138,BEL27FEB25C280,OPTSTK,10.9,1849650,10.8,10.85,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:18:58.452971,BEL27FEB25C280,OPTSTK,11.2,1849650,10.8,10.85,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:05.091451,BEL27FEB25C280,OPTSTK,11.15,1849650,10.8,10.85,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:12.864744,BEL27FEB25C280,OPTSTK,11.1,2049150,11.2,11.3,5811150,22800,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:20.866937,BEL27FEB25C280,OPTSTK,11.5,2049150,11.2,11.3,5811150,22800,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:28.439894,BEL27FEB25C280,OPTSTK,11.45,2049150,11.2,11.3,5811150,22800,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:35.789485,BEL27FEB25C280,OPTSTK,11.25,2049150,11.2,11.3,5811150,22800,8550,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:43.244851,BEL27FEB25C280,OPTSTK,11.3,2285700,11.25,11.3,5811150,11400,34200,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:19:50.621013,BEL27FEB25C280,OPTSTK,11.5,2285700,11.25,11.3,5811150,11400,34200,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:02.915811,BEL27FEB25C280,OPTSTK,11.8,2462400,11.5,11.6,5811150,28500,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:13.551351,BEL27FEB25C280,OPTSTK,11.95,2462400,11.5,11.6,5811150,28500,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:20.988457,BEL27FEB25C280,OPTSTK,12.0,2462400,11.5,11.6,5811150,28500,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:29.116756,BEL27FEB25C280,OPTSTK,12.15,2633400,12.25,12.35,5811150,22800,5700,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:36.582040,BEL27FEB25C280,OPTSTK,12.05,2633400,12.25,12.35,5811150,22800,5700,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:43.210369,BEL27FEB25C280,OPTSTK,12.1,2633400,12.25,12.35,5811150,22800,5700,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:49.979191,BEL27FEB25C280,OPTSTK,11.95,2633400,12.25,12.35,5811150,22800,5700,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:20:56.555965,BEL27FEB25C280,OPTSTK,12.15,2835750,12.0,12.1,5811150,11400,11400,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:03.806131,BEL27FEB25C280,OPTSTK,11.55,2835750,12.0,12.1,5811150,11400,11400,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:14.806464,BEL27FEB25C280,OPTSTK,11.25,3123600,11.3,11.35,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:26.596561,BEL27FEB25C280,OPTSTK,11.4,3123600,11.3,11.35,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:34.843608,BEL27FEB25C280,OPTSTK,11.35,3123600,11.3,11.35,5811150,2850,2850,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:42.043713,BEL27FEB25C280,OPTSTK,11.05,3437100,11.0,11.1,5899500,2850,31350,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:49.668957,BEL27FEB25C280,OPTSTK,10.95,3437100,11.0,11.1,5899500,2850,31350,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:21:57.134346,BEL27FEB25C280,OPTSTK,10.85,3437100,11.0,11.1,5899500,2850,31350,BEL,280.0,CE,27-FEB-2025
2025-02-04 09:22:04.201630,BEL27FEB25C280,OPTSTK,11.0,3508350,10.85,11.0,5899500,31350,76950,BEL,280.0,CE,27-FEB-2025
