timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,strike,option_type,expiry
2025-02-11 11:39:26.002349,BEL27FEB25P270,OPTSTK,9.1,5523300,9.1,9.15,6101850,2850,2850,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:39:59.343295,BEL27FEB25P270,OPTSTK,9.2,5529000,9.05,9.1,6090450,11400,2850,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:40:30.827106,BEL27FEB25P270,OPTSTK,9.2,5548950,9.1,9.2,6090450,11400,17100,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:41:08.405377,BEL27FEB25P270,OPTSTK,9.05,5551800,9.05,9.2,6090450,37050,25650,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:41:44.631910,BEL27FEB25P270,OPTSTK,8.9,5568900,8.9,9.05,6090450,39900,19950,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:42:22.202747,BEL27FEB25P270,OPTSTK,8.7,5571750,8.75,8.85,6090450,25650,19950,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:42:54.121222,BEL27FEB25P270,OPTSTK,8.7,5591700,8.65,8.75,6090450,14250,17100,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:43:31.219079,BEL27FEB25P270,OPTSTK,8.7,5591700,8.6,8.7,6090450,19950,22800,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:44:04.437295,BEL27FEB25P270,OPTSTK,8.85,5594550,8.8,8.85,6081900,2850,8550,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:44:41.795856,BEL27FEB25P270,OPTSTK,8.85,5600250,8.8,8.9,6081900,11400,19950,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:45:15.219921,BEL27FEB25P270,OPTSTK,8.85,5603100,8.8,8.9,6081900,8550,17100,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:45:47.963973,BEL27FEB25P270,OPTSTK,8.8,5608800,8.7,8.8,6081900,11400,17100,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:46:28.711632,BEL27FEB25P270,OPTSTK,8.8,5611650,8.75,8.85,6079050,8550,14250,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:47:05.947582,BEL27FEB25P270,OPTSTK,8.9,5614500,8.85,8.95,6079050,8550,17100,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:47:40.025787,BEL27FEB25P270,OPTSTK,8.9,5620200,8.85,8.95,6079050,8550,25650,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:48:16.603025,BEL27FEB25P270,OPTSTK,8.9,5623050,8.85,9.0,6079050,14250,45600,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:48:48.809883,BEL27FEB25P270,OPTSTK,8.9,5623050,8.85,9.0,6079050,25650,25650,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:49:25.987574,BEL27FEB25P270,OPTSTK,8.85,5628750,8.75,8.85,6081900,8550,14250,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:49:57.852239,BEL27FEB25P270,OPTSTK,8.85,5640150,8.85,8.95,6081900,8550,25650,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:50:31.446112,BEL27FEB25P270,OPTSTK,8.85,5640150,8.8,8.9,6081900,11400,8550,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:51:04.279007,BEL27FEB25P270,OPTSTK,8.85,5640150,8.8,8.9,6081900,5700,25650,BEL,270.0,PE,27-FEB-2025
2025-02-11 11:51:37.909886,BEL27FEB25P270,OPTSTK,8.85,5640150,8.75,8.85,6081900,14250,14250,BEL,270.0,PE,27-FEB-2025
