timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,strike,option_type,expiry
2025-02-04 09:42:54.523724,BANKNIFTY27FEB25C50100,OPTIDX,892.15,245220,890.75,892.3,141840,150,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:02.484514,BANKNIFTY27FEB25C50100,OPTIDX,895.15,245730,893.05,894.95,141840,180,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:10.155772,BANKNIFTY27FEB25C50100,OPTIDX,896.85,246390,896.35,896.9,141840,30,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:19.248782,BANKNIFTY27FEB25C50100,OPTIDX,899.15,249990,897.85,899.2,141840,30,150,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:29.050666,BANKNIFTY27FEB25C50100,OPTIDX,891.0,250830,891.0,892.5,141840,90,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:41.339901,BANKNIFTY27FEB25C50100,OPTIDX,889.2,252060,888.7,890.65,141840,60,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:43:49.394982,BANKNIFTY27FEB25C50100,OPTIDX,883.8,253320,881.55,883.65,141840,60,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:44:00.875543,BANKNIFTY27FEB25C50100,OPTIDX,870.05,256380,870.05,870.75,141840,30,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:44:14.510292,BANKNIFTY27FEB25C50100,OPTIDX,863.95,261030,862.6,864.1,141840,30,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:44:37.263385,BANKNIFTY27FEB25C50100,OPTIDX,875.25,263040,873.6,875.4,141840,30,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:44:46.057168,BANKNIFTY27FEB25C50100,OPTIDX,878.85,263580,877.1,879.0,141840,30,30,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:44:55.085339,BANKNIFTY27FEB25C50100,OPTIDX,880.95,264750,879.85,881.5,141840,30,90,BANKNIFTY,50100.0,CE,27-FEB-2025
2025-02-04 09:45:03.165945,BANKNIFTY27FEB25C50100,OPTIDX,901.25,267270,899.0,901.3,141840,60,180,BANKNIFTY,50100.0,CE,27-FEB-2025
