timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,strike,option_type,expiry
2025-02-11 11:39:26.002349,FINNIFTY27FEB25P23250,OPTIDX,315.6,98605,315.95,318.0,24505,130,585,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:39:59.343295,FINNIFTY27FEB25P23250,OPTIDX,316.0,98995,315.35,317.5,24635,195,975,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:40:30.827106,FINNIFTY27FEB25P23250,OPTIDX,316.0,98995,314.5,316.35,24635,195,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:41:08.405377,FINNIFTY27FEB25P23250,OPTIDX,314.45,99190,314.8,316.45,24635,195,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:41:44.631910,FINNIFTY27FEB25P23250,OPTIDX,314.45,99190,312.05,313.75,24635,195,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:42:22.202747,FINNIFTY27FEB25P23250,OPTIDX,314.45,99190,309.4,311.05,24635,65,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:42:54.121222,FINNIFTY27FEB25P23250,OPTIDX,310.25,99255,312.1,313.9,24505,130,390,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:43:31.219079,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,311.55,313.5,24505,130,650,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:44:04.437295,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,312.3,314.2,24505,130,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:44:41.795856,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,314.55,316.6,24505,195,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:45:15.219921,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,314.65,316.95,24505,130,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:45:47.963973,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,312.55,314.55,24505,260,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:46:28.711632,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,312.5,314.4,24505,130,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:47:05.947582,FINNIFTY27FEB25P23250,OPTIDX,312.6,99385,312.6,314.4,24505,195,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:47:40.025787,FINNIFTY27FEB25P23250,OPTIDX,315.35,99775,315.55,317.75,24505,390,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:48:16.603025,FINNIFTY27FEB25P23250,OPTIDX,315.35,99775,314.55,316.45,24505,195,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:48:48.809883,FINNIFTY27FEB25P23250,OPTIDX,315.35,99775,313.6,315.4,24505,325,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:49:25.987574,FINNIFTY27FEB25P23250,OPTIDX,312.85,99970,312.05,314.0,24505,325,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:49:57.852239,FINNIFTY27FEB25P23250,OPTIDX,312.25,100035,311.75,313.45,24505,195,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:50:31.446112,FINNIFTY27FEB25P23250,OPTIDX,312.25,100035,309.95,311.95,24505,130,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:51:04.279007,FINNIFTY27FEB25P23250,OPTIDX,309.5,100100,307.3,308.3,24505,260,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:51:37.909886,FINNIFTY27FEB25P23250,OPTIDX,309.0,100360,310.75,311.55,24505,65,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:52:14.948975,FINNIFTY27FEB25P23250,OPTIDX,311.0,100880,310.0,311.6,24440,195,260,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:52:48.185658,FINNIFTY27FEB25P23250,OPTIDX,313.1,101075,309.2,311.5,24440,325,910,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:53:24.519100,FINNIFTY27FEB25P23250,OPTIDX,308.0,101205,308.25,309.95,24440,260,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:53:55.047213,FINNIFTY27FEB25P23250,OPTIDX,308.0,101205,308.3,310.45,24440,195,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:54:33.272916,FINNIFTY27FEB25P23250,OPTIDX,308.0,101205,311.2,312.9,24440,390,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:55:06.590310,FINNIFTY27FEB25P23250,OPTIDX,308.0,101205,313.6,315.35,24440,195,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:55:42.535553,FINNIFTY27FEB25P23250,OPTIDX,317.95,101985,313.2,314.85,24765,975,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:56:19.824948,FINNIFTY27FEB25P23250,OPTIDX,317.95,101985,316.05,317.9,24765,195,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:56:54.957738,FINNIFTY27FEB25P23250,OPTIDX,317.95,101985,316.0,317.95,24765,195,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:57:29.250466,FINNIFTY27FEB25P23250,OPTIDX,317.95,102050,317.2,318.85,24765,260,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:58:02.532058,FINNIFTY27FEB25P23250,OPTIDX,315.8,102440,314.35,316.1,24895,195,910,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:58:34.985087,FINNIFTY27FEB25P23250,OPTIDX,316.2,102765,318.2,320.1,24895,195,910,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:59:08.800141,FINNIFTY27FEB25P23250,OPTIDX,317.85,102960,319.65,321.85,24895,65,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 11:59:40.181643,FINNIFTY27FEB25P23250,OPTIDX,317.85,102960,317.85,320.15,24895,1170,845,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:00:14.682111,FINNIFTY27FEB25P23250,OPTIDX,317.85,102960,319.2,321.0,24895,195,325,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:00:45.598907,FINNIFTY27FEB25P23250,OPTIDX,319.7,103090,318.25,319.55,24895,260,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:01:20.709287,FINNIFTY27FEB25P23250,OPTIDX,319.7,103090,316.6,317.85,24895,195,65,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:01:52.583348,FINNIFTY27FEB25P23250,OPTIDX,319.7,103090,319.3,320.95,24895,195,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:02:23.486172,FINNIFTY27FEB25P23250,OPTIDX,319.7,103090,314.55,316.4,24895,260,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:03:04.003263,FINNIFTY27FEB25P23250,OPTIDX,314.65,103350,314.7,316.3,25025,260,195,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:03:35.446115,FINNIFTY27FEB25P23250,OPTIDX,314.65,103350,320.1,321.9,25025,325,130,FINNIFTY,23250.0,PE,27-FEB-2025
2025-02-11 12:04:11.951410,FINNIFTY27FEB25P23250,OPTIDX,320.25,103805,315.45,317.05,24895,260,65,FINNIFTY,23250.0,PE,27-FEB-2025
