timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,strike,option_type,expiry
2025-02-04 09:27:24.644780,FINNIFTY27FEB25C23450,OPTIDX,381.5,5005,377.25,379.45,8580,130,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:27:34.859400,FINNIFTY27FEB25C23450,OPTIDX,381.5,5005,377.45,379.15,8580,195,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:27:52.448701,FINNIFTY27FEB25C23450,OPTIDX,381.5,5005,377.0,379.05,8580,195,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:02.416122,FINNIFTY27FEB25C23450,OPTIDX,381.5,5005,377.0,379.15,8580,195,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:10.706884,FINNIFTY27FEB25C23450,OPTIDX,376.4,5265,374.85,376.35,8710,195,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:19.074724,FINNIFTY27FEB25C23450,OPTIDX,375.8,5330,375.1,376.9,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:26.802304,FINNIFTY27FEB25C23450,OPTIDX,375.8,5330,376.4,378.6,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:34.612724,FINNIFTY27FEB25C23450,OPTIDX,375.8,5330,376.8,378.8,8710,130,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:28:48.844280,FINNIFTY27FEB25C23450,OPTIDX,375.8,5330,376.4,378.45,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:00.571012,FINNIFTY27FEB25C23450,OPTIDX,375.0,5395,371.65,373.85,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:11.816176,FINNIFTY27FEB25C23450,OPTIDX,375.0,5395,370.4,372.35,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:22.994533,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,368.3,370.2,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:32.491875,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,370.8,372.8,8710,260,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:40.055994,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,371.45,373.75,8710,130,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:29:49.008098,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,371.65,374.15,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:00.667769,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,374.3,376.45,8710,130,585,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:11.076454,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,376.25,378.9,8710,130,130,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:20.227105,FINNIFTY27FEB25C23450,OPTIDX,369.05,5590,378.65,380.75,8710,130,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:28.546317,FINNIFTY27FEB25C23450,OPTIDX,380.35,5785,376.6,378.85,8710,65,845,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:37.725465,FINNIFTY27FEB25C23450,OPTIDX,380.35,5785,375.4,377.55,8710,195,130,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:45.791955,FINNIFTY27FEB25C23450,OPTIDX,380.35,5785,372.7,374.8,8710,195,195,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:30:53.302346,FINNIFTY27FEB25C23450,OPTIDX,380.35,5785,369.65,371.95,8710,195,65,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:31:01.672725,FINNIFTY27FEB25C23450,OPTIDX,373.1,5850,370.55,372.85,8905,260,845,FINNIFTY,23450.0,CE,27-FEB-2025
2025-02-04 09:31:09.856854,FINNIFTY27FEB25C23450,OPTIDX,373.1,5850,363.9,366.1,8905,195,65,FINNIFTY,23450.0,CE,27-FEB-2025
