timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-07 09:41:04.762161,SNXT50BEES,ETF,81.61,183,81.15,81.61,0,2,8250
2025-02-07 09:41:42.441880,SNXT50BEES,ETF,81.61,183,81.15,81.61,0,2,8250
2025-02-07 09:42:27.307945,SNXT50BEES,ETF,81.61,183,81.15,81.61,0,2,8250
2025-02-07 09:43:04.861169,SNXT50BEES,ETF,81.61,183,81.15,81.61,0,2,8250
2025-02-07 09:43:50.241849,SNXT50BEES,ETF,81.61,183,81.14,81.56,0,55,8250
2025-02-07 09:44:29.824244,SNXT50BEES,ETF,81.61,183,81.14,81.55,0,55,8250
2025-02-07 09:45:12.696687,SNXT50BEES,ETF,81.61,183,81.14,81.51,0,55,8250
2025-02-07 09:45:46.594235,SNXT50BEES,ETF,81.61,183,81.14,81.44,0,55,8250
2025-02-07 09:46:30.665862,SNXT50BEES,ETF,81.61,183,81.14,81.5,0,55,8250
2025-02-07 09:47:08.651245,SNXT50BEES,ETF,81.61,183,81.14,81.5,0,55,8250
2025-02-07 09:47:52.395793,SNXT50BEES,ETF,81.61,183,81.14,81.5,0,55,8250
2025-02-07 09:48:28.274735,SNXT50BEES,ETF,81.61,183,81.14,81.48,0,55,8250
2025-02-07 09:49:10.456556,SNXT50BEES,ETF,81.61,183,81.14,81.46,0,55,8250
