timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-07 09:41:04.762161,UTISENSETF,ETF,850.59,0,849.0,853.27,0,2,2
2025-02-07 09:41:04.762161,UTISENSETF,ETF,848.98,0,848.38,853.27,0,1,1000
2025-02-07 09:41:42.441880,UTISENSETF,ETF,850.59,0,849.01,853.68,0,2,2
2025-02-07 09:41:42.441880,UTISENSETF,ETF,848.98,0,848.38,853.6,0,1,1000
2025-02-07 09:42:27.307945,UTISENSETF,ETF,850.59,0,849.8,853.46,0,2,2
2025-02-07 09:42:27.307945,UTISENSETF,ETF,848.98,0,848.39,853.58,0,1,1000
2025-02-07 09:43:04.861169,UTISENSETF,ETF,850.59,0,849.8,853.65,0,2,5002
2025-02-07 09:43:04.861169,UTISENSETF,ETF,848.98,0,848.39,853.7,0,1,1000
2025-02-07 09:43:50.241849,UTISENSETF,ETF,850.59,0,849.8,853.49,0,2,2
2025-02-07 09:43:50.241849,UTISENSETF,ETF,848.98,0,848.39,853.51,0,1,1000
2025-02-07 09:44:29.824244,UTISENSETF,ETF,850.59,0,849.8,853.58,0,2,5002
2025-02-07 09:44:29.824244,UTISENSETF,ETF,848.98,0,848.39,853.61,0,1,1000
2025-02-07 09:45:12.696687,UTISENSETF,ETF,850.59,0,849.8,853.35,0,2,5000
2025-02-07 09:45:12.696687,UTISENSETF,ETF,848.98,0,848.38,853.35,0,1,1000
2025-02-07 09:45:46.594235,UTISENSETF,ETF,850.59,0,849.8,852.91,0,2,5000
2025-02-07 09:45:46.594235,UTISENSETF,ETF,848.98,0,848.38,852.84,0,1,1000
2025-02-07 09:46:30.665862,UTISENSETF,ETF,850.59,0,849.8,852.95,0,2,5000
2025-02-07 09:46:30.665862,UTISENSETF,ETF,848.98,0,848.38,852.93,0,1,1000
2025-02-07 09:47:08.651245,UTISENSETF,ETF,850.59,0,850.59,853.27,0,500,5000
2025-02-07 09:47:08.651245,UTISENSETF,ETF,848.98,0,849.97,853.24,0,117,1000
2025-02-07 09:47:52.395793,UTISENSETF,ETF,850.59,0,850.59,852.97,0,500,5000
2025-02-07 09:47:52.395793,UTISENSETF,ETF,848.98,0,849.97,852.92,0,117,1000
2025-02-07 09:48:28.274735,UTISENSETF,ETF,850.59,0,850.59,852.95,0,500,5000
2025-02-07 09:48:28.274735,UTISENSETF,ETF,848.98,0,849.97,852.95,0,117,1000
2025-02-07 09:49:10.456556,UTISENSETF,ETF,850.59,0,850.59,852.76,0,500,5000
2025-02-07 09:49:10.456556,UTISENSETF,ETF,848.98,0,849.97,852.75,0,117,1000
2025-02-07 09:49:47.316413,UTISENSETF,ETF,850.59,0,850.59,852.86,0,500,5000
2025-02-07 09:49:47.316413,UTISENSETF,ETF,848.98,0,849.97,852.87,0,117,1000
