timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-04 09:17:10.806738,CIPLA,EQ,1439.8,28233,1439.2,1439.55,0,11,1
2025-02-04 09:17:18.767300,CIPLA,EQ,1440.35,30101,1439.5,1440.0,0,2,111
2025-02-04 09:17:31.178957,CIPLA,EQ,1440.2,41232,1439.55,1440.2,0,69,17
2025-02-04 09:17:42.301419,CIPLA,EQ,1440.85,43284,1440.7,1441.6,0,23,23
2025-02-04 09:17:51.098043,CIPLA,EQ,1439.55,46630,1439.6,1440.4,0,2,7
2025-02-04 09:17:58.037062,CIPLA,EQ,1437.75,48975,1437.75,1438.6,0,8,18
2025-02-04 09:18:05.328612,CIPLA,EQ,1437.8,48975,1437.75,1438.6,0,8,18
2025-02-04 09:18:12.186868,CIPLA,EQ,1435.45,51198,1436.75,1437.65,0,17,20
2025-02-04 09:18:18.713119,CIPLA,EQ,1435.5,53265,1435.5,1436.3,0,15,73
2025-02-04 09:18:25.389410,CIPLA,EQ,1435.2,55636,1435.1,1435.95,0,16,38
2025-02-04 09:18:33.347594,CIPLA,EQ,1436.75,59094,1435.1,1435.7,0,8,12
2025-02-04 09:18:46.160138,CIPLA,EQ,1435.1,63627,1435.15,1435.9,0,23,75
2025-02-04 09:18:58.452971,CIPLA,EQ,1435.0,67050,1434.3,1435.0,0,9,61
2025-02-04 09:19:05.091451,CIPLA,EQ,1435.45,70328,1435.45,1436.0,0,39,8
2025-02-04 09:19:12.864744,CIPLA,EQ,1436.35,71684,1436.35,1436.95,0,26,9
2025-02-04 09:19:20.866937,CIPLA,EQ,1436.1,72910,1436.1,1436.75,0,10,162
2025-02-04 09:19:28.439894,CIPLA,EQ,1438.3,74593,1438.35,1439.1,0,12,9
2025-02-04 09:19:35.789485,CIPLA,EQ,1438.95,75094,1438.5,1438.9,0,1,25
2025-02-04 09:19:43.244851,CIPLA,EQ,1440.65,75719,1439.75,1440.8,0,60,44
2025-02-04 09:19:50.621013,CIPLA,EQ,1441.0,76253,1441.0,1441.65,0,11,36
