timestamp,symbol,index_name,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-01-29 09:29:10.266040,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22816.45,22823.25,46400,25,150
2025-01-29 09:29:11.642142,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.35,22821.4,46400,25,25
2025-01-29 09:29:13.129067,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.35,22821.4,46400,25,25
2025-01-29 09:29:14.528831,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22813.55,22821.65,46400,50,25
2025-01-29 09:29:15.894015,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22815.15,22822.25,46400,25,25
2025-01-29 09:29:17.212065,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22815.95,22823.7,46400,50,25
2025-01-29 09:29:18.532619,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.05,22822.1,46400,50,25
2025-01-29 09:29:19.954772,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.05,22822.1,46400,50,25
2025-01-29 09:29:21.298783,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.75,22827.15,46400,100,75
2025-01-29 09:29:22.697704,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22816.85,22824.95,46400,50,25
2025-01-29 09:29:24.005017,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22816.85,22823.8,46400,25,75
2025-01-29 09:29:25.333736,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.85,22826.95,46400,25,25
2025-01-29 09:29:26.918080,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.65,22825.75,46400,25,25
2025-01-29 09:29:28.241724,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.65,22825.75,46400,25,25
2025-01-29 09:29:29.589323,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.2,22826.6,46400,50,25
2025-01-29 09:29:30.998687,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.35,22826.65,46400,275,25
2025-01-29 09:29:32.297880,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.1,22825.0,46400,25,25
2025-01-29 09:29:33.704923,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.8,22826.85,46400,25,75
2025-01-29 09:29:35.110712,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.45,22825.0,46400,25,1000
2025-01-29 09:29:36.419023,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.45,22825.0,46400,25,1000
2025-01-29 09:29:37.833956,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.15,22825.0,46400,25,1000
2025-01-29 09:29:39.195638,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.8,22825.0,46400,25,1000
2025-01-29 09:29:40.538309,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22823.2,22825.0,46400,50,1000
2025-01-29 09:29:41.881924,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22823.25,22825.0,46400,275,1000
2025-01-29 09:29:43.220497,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22823.25,22825.0,46400,275,1000
2025-01-29 09:29:44.541437,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.4,22825.0,46400,25,1000
2025-01-29 09:29:46.091346,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.95,22825.0,46400,25,1000
2025-01-29 09:29:47.417494,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.7,22825.0,46400,25,1000
2025-01-29 09:29:48.797827,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.7,22825.0,46400,25,1000
2025-01-29 09:29:50.155475,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.7,22825.0,46400,25,1000
2025-01-29 09:29:51.627761,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22822.05,22825.0,46400,250,1000
2025-01-29 09:29:53.011098,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22822.05,22825.0,46400,250,1000
2025-01-29 09:29:54.408838,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22821.9,22825.0,46400,25,1000
2025-01-29 09:29:55.735925,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22822.65,22825.0,46400,250,1000
2025-01-29 09:29:57.377036,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22822.45,22825.0,46400,25,1000
2025-01-29 09:29:58.698452,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.9,22823.35,46400,25,50
2025-01-29 09:30:00.057354,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.9,22823.1,46400,25,100
2025-01-29 09:30:01.497325,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22818.9,22823.1,46400,25,100
2025-01-29 09:30:02.886614,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.65,22821.1,46400,25,75
2025-01-29 09:30:04.832914,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22814.1,22818.2,46400,50,50
2025-01-29 09:30:06.422889,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22816.6,22822.2,46400,25,50
2025-01-29 09:30:08.183529,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22815.2,22820.4,46400,25,50
2025-01-29 09:30:10.174395,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22815.5,22821.55,46400,25,50
2025-01-29 09:30:11.932634,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.7,22824.85,46400,250,25
2025-01-29 09:30:13.330674,FINNIFTY30JAN25F,FINNIFTY,22823.7,1425,22819.95,22824.8,46400,250,25
