timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,strike,option_type,expiry
2025-02-11 11:39:26.002349,BANKNIFTY27FEB25P49800,OPTIDX,685.15,2790450,683.8,685.3,267240,30,210,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:39:59.343295,BANKNIFTY27FEB25P49800,OPTIDX,686.65,2792340,685.6,687.15,267480,60,30,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:40:30.827106,BANKNIFTY27FEB25P49800,OPTIDX,683.1,2801940,682.65,684.15,267480,30,120,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:41:08.405377,BANKNIFTY27FEB25P49800,OPTIDX,683.0,2803080,682.85,684.45,267480,210,120,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:41:44.631910,BANKNIFTY27FEB25P49800,OPTIDX,681.2,2804520,680.4,681.45,267480,30,30,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:42:22.202747,BANKNIFTY27FEB25P49800,OPTIDX,674.4,2810250,673.75,674.15,267480,720,1470,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:42:54.121222,BANKNIFTY27FEB25P49800,OPTIDX,679.2,2816070,678.7,680.0,272550,120,30,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:43:31.219079,BANKNIFTY27FEB25P49800,OPTIDX,677.0,2817690,678.55,679.55,272550,120,60,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:44:04.437295,BANKNIFTY27FEB25P49800,OPTIDX,678.2,2818470,678.85,679.55,272550,60,30,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:44:41.795856,BANKNIFTY27FEB25P49800,OPTIDX,685.05,2820840,684.45,685.4,272550,30,90,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:45:15.219921,BANKNIFTY27FEB25P49800,OPTIDX,687.0,2823570,687.2,688.0,272550,210,60,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:45:47.963973,BANKNIFTY27FEB25P49800,OPTIDX,684.65,2825280,683.0,684.55,273600,150,180,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:46:28.711632,BANKNIFTY27FEB25P49800,OPTIDX,684.0,2826150,683.0,684.5,273600,60,60,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:47:05.947582,BANKNIFTY27FEB25P49800,OPTIDX,685.15,2826480,685.15,686.55,273600,30,60,BANKNIFTY,49800.0,PE,27-FEB-2025
2025-02-11 11:47:40.025787,BANKNIFTY27FEB25P49800,OPTIDX,692.1,2828340,692.1,693.7,273600,30,180,BANKNIFTY,49800.0,PE,27-FEB-2025
