timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,strike,option_type,expiry
2025-02-04 09:17:10.806738,SHRIRAMFIN27FEB25P550,OPTSTK,20.4,23250,20.45,20.6,336750,750,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:17:18.767300,SHRIRAMFIN27FEB25P550,OPTSTK,20.85,23250,20.45,20.6,336750,750,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:17:31.178957,SHRIRAMFIN27FEB25P550,OPTSTK,21.0,27000,20.6,20.85,336750,1500,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:17:42.301419,SHRIRAMFIN27FEB25P550,OPTSTK,21.0,27000,20.6,20.85,336750,1500,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:17:51.098043,SHRIRAMFIN27FEB25P550,OPTSTK,20.25,27000,20.6,20.85,336750,1500,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:17:58.037062,SHRIRAMFIN27FEB25P550,OPTSTK,20.3,27000,20.6,20.85,336750,1500,750,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:18:05.328612,SHRIRAMFIN27FEB25P550,OPTSTK,20.3,33750,20.05,20.3,336750,750,2250,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:18:12.186868,SHRIRAMFIN27FEB25P550,OPTSTK,20.1,33750,20.05,20.3,336750,750,2250,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:18:18.713119,SHRIRAMFIN27FEB25P550,OPTSTK,19.85,33750,20.05,20.3,336750,750,2250,SHRIRAMFIN,550.0,PE,27-FEB-2025
2025-02-04 09:18:25.389410,SHRIRAMFIN27FEB25P550,OPTSTK,20.25,33750,20.05,20.3,336750,750,2250,SHRIRAMFIN,550.0,PE,27-FEB-2025
