timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,expiry
2025-02-11 11:39:26.002349,POWERGRID27FEB25F,FUTSTK,263.65,10141200,263.6,263.8,85525200,10800,5400,POWERGRID,27-FEB-2025
2025-02-11 11:39:59.343295,POWERGRID27FEB25F,FUTSTK,263.65,10148400,263.55,263.6,85584600,1800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:40:30.827106,POWERGRID27FEB25F,FUTSTK,263.5,10168200,263.4,263.55,85584600,19800,5400,POWERGRID,27-FEB-2025
2025-02-11 11:41:08.405377,POWERGRID27FEB25F,FUTSTK,263.45,10175400,263.5,263.55,85584600,1800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:41:44.631910,POWERGRID27FEB25F,FUTSTK,263.65,10188000,263.55,263.65,85584600,5400,3600,POWERGRID,27-FEB-2025
2025-02-11 11:42:22.202747,POWERGRID27FEB25F,FUTSTK,263.95,10211400,263.85,263.95,85584600,19800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:42:54.121222,POWERGRID27FEB25F,FUTSTK,264.05,10252800,263.9,263.95,85627800,19800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:43:31.219079,POWERGRID27FEB25F,FUTSTK,264.15,10278000,264.1,264.2,85627800,3600,7200,POWERGRID,27-FEB-2025
2025-02-11 11:44:04.437295,POWERGRID27FEB25F,FUTSTK,263.95,10297800,264.0,264.1,85627800,1800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:44:41.795856,POWERGRID27FEB25F,FUTSTK,264.05,10319400,264.05,264.2,85627800,5400,3600,POWERGRID,27-FEB-2025
2025-02-11 11:45:15.219921,POWERGRID27FEB25F,FUTSTK,263.95,10332000,263.85,263.95,85627800,1800,3600,POWERGRID,27-FEB-2025
2025-02-11 11:45:47.963973,POWERGRID27FEB25F,FUTSTK,264.05,10348200,264.0,264.05,85685400,16200,1800,POWERGRID,27-FEB-2025
2025-02-11 11:46:28.711632,POWERGRID27FEB25F,FUTSTK,263.95,10360800,263.95,264.1,85685400,18000,5400,POWERGRID,27-FEB-2025
2025-02-11 11:47:05.947582,POWERGRID27FEB25F,FUTSTK,263.85,10373400,263.7,263.75,85685400,1800,1800,POWERGRID,27-FEB-2025
2025-02-11 11:47:40.025787,POWERGRID27FEB25F,FUTSTK,263.6,10398600,263.6,263.65,85685400,3600,1800,POWERGRID,27-FEB-2025
2025-02-11 11:48:16.603025,POWERGRID27FEB25F,FUTSTK,263.6,10413000,263.55,263.7,85685400,5400,1800,POWERGRID,27-FEB-2025
2025-02-11 11:48:48.809883,POWERGRID27FEB25F,FUTSTK,263.8,10425600,263.7,263.85,85744800,18000,5400,POWERGRID,27-FEB-2025
