timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,expiry
2025-02-07 09:41:04.762161,CIPLA27FEB25F,FUTSTK,1465.45,245700,1465.45,1466.3,13979225,650,325,CIPLA,27-FEB-2025
2025-02-07 09:41:42.441880,CIPLA27FEB25F,FUTSTK,1464.55,250900,1464.65,1465.55,13979225,325,325,CIPLA,27-FEB-2025
2025-02-07 09:42:27.307945,CIPLA27FEB25F,FUTSTK,1464.7,252850,1464.7,1465.15,14020175,325,325,CIPLA,27-FEB-2025
2025-02-07 09:43:04.861169,CIPLA27FEB25F,FUTSTK,1465.0,254150,1464.85,1465.7,14020175,325,325,CIPLA,27-FEB-2025
2025-02-07 09:43:50.241849,CIPLA27FEB25F,FUTSTK,1465.0,254800,1465.1,1465.85,14020175,325,325,CIPLA,27-FEB-2025
2025-02-07 09:44:29.824244,CIPLA27FEB25F,FUTSTK,1463.55,282425,1463.1,1463.9,14020175,325,325,CIPLA,27-FEB-2025
2025-02-07 09:45:12.696687,CIPLA27FEB25F,FUTSTK,1463.35,285025,1463.2,1463.35,14020175,325,325,CIPLA,27-FEB-2025
2025-02-07 09:45:46.594235,CIPLA27FEB25F,FUTSTK,1463.0,290225,1463.15,1464.05,14036750,325,325,CIPLA,27-FEB-2025
2025-02-07 09:46:30.665862,CIPLA27FEB25F,FUTSTK,1463.6,291525,1463.6,1463.9,14036750,325,325,CIPLA,27-FEB-2025
2025-02-07 09:47:08.651245,CIPLA27FEB25F,FUTSTK,1464.0,293475,1463.75,1464.45,14036750,325,650,CIPLA,27-FEB-2025
2025-02-07 09:47:52.395793,CIPLA27FEB25F,FUTSTK,1464.4,294450,1463.95,1464.8,14036750,325,325,CIPLA,27-FEB-2025
2025-02-07 09:48:28.274735,CIPLA27FEB25F,FUTSTK,1463.6,295100,1463.3,1464.0,14036750,325,325,CIPLA,27-FEB-2025
2025-02-07 09:49:10.456556,CIPLA27FEB25F,FUTSTK,1463.25,295425,1463.0,1463.65,14036750,325,325,CIPLA,27-FEB-2025
