timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,index_name,expiry
2025-02-07 09:41:04.762161,NIFTY27FEB25F,FUTIDX,23693.5,479325,23690.05,23693.5,16815750,600,75,NIFTY,27-FEB-2025
2025-02-07 09:41:42.441880,NIFTY27FEB25F,FUTIDX,23692.9,486000,23690.0,23692.9,16815750,75,450,NIFTY,27-FEB-2025
2025-02-07 09:42:27.307945,NIFTY27FEB25F,FUTIDX,23692.05,491700,23692.0,23694.9,16812900,225,150,NIFTY,27-FEB-2025
2025-02-07 09:43:04.861169,NIFTY27FEB25F,FUTIDX,23688.05,502725,23688.05,23692.65,16812900,225,600,NIFTY,27-FEB-2025
2025-02-07 09:43:50.241849,NIFTY27FEB25F,FUTIDX,23690.6,506625,23688.0,23691.1,16812900,825,150,NIFTY,27-FEB-2025
2025-02-07 09:44:29.824244,NIFTY27FEB25F,FUTIDX,23688.25,514275,23686.0,23687.95,16812900,75,450,NIFTY,27-FEB-2025
2025-02-07 09:45:12.696687,NIFTY27FEB25F,FUTIDX,23669.0,528525,23668.0,23670.95,16812900,75,375,NIFTY,27-FEB-2025
2025-02-07 09:45:46.594235,NIFTY27FEB25F,FUTIDX,23667.1,540675,23667.1,23671.95,16805850,75,75,NIFTY,27-FEB-2025
2025-02-07 09:46:30.665862,NIFTY27FEB25F,FUTIDX,23675.0,548025,23674.65,23680.0,16805850,75,75,NIFTY,27-FEB-2025
2025-02-07 09:47:08.651245,NIFTY27FEB25F,FUTIDX,23675.7,553800,23670.0,23674.65,16805850,75,450,NIFTY,27-FEB-2025
2025-02-07 09:47:52.395793,NIFTY27FEB25F,FUTIDX,23678.35,558675,23672.5,23678.4,16805850,150,300,NIFTY,27-FEB-2025
2025-02-07 09:48:28.274735,NIFTY27FEB25F,FUTIDX,23670.6,564600,23668.0,23670.95,16803450,75,150,NIFTY,27-FEB-2025
2025-02-07 09:49:10.456556,NIFTY27FEB25F,FUTIDX,23671.95,566100,23668.2,23672.15,16803450,225,1275,NIFTY,27-FEB-2025
