timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,expiry
2025-02-07 09:41:04.762161,HCLTECH27FEB25F,FUTSTK,1709.1,194600,1709.0,1709.45,19439350,350,700,HCLTECH,27-FEB-2025
2025-02-07 09:41:42.441880,HCLTECH27FEB25F,FUTSTK,1708.05,196000,1708.0,1708.5,19439350,3150,700,HCLTECH,27-FEB-2025
2025-02-07 09:42:27.307945,HCLTECH27FEB25F,FUTSTK,1710.8,212100,1710.3,1710.9,19439350,350,350,HCLTECH,27-FEB-2025
2025-02-07 09:43:04.861169,HCLTECH27FEB25F,FUTSTK,1710.05,215600,1709.2,1710.1,19442500,350,1050,HCLTECH,27-FEB-2025
2025-02-07 09:43:50.241849,HCLTECH27FEB25F,FUTSTK,1710.05,217350,1709.2,1710.1,19442500,350,350,HCLTECH,27-FEB-2025
2025-02-07 09:44:29.824244,HCLTECH27FEB25F,FUTSTK,1710.95,218050,1710.9,1711.75,19442500,350,350,HCLTECH,27-FEB-2025
2025-02-07 09:45:12.696687,HCLTECH27FEB25F,FUTSTK,1710.95,218750,1710.9,1711.65,19442500,700,350,HCLTECH,27-FEB-2025
2025-02-07 09:45:46.594235,HCLTECH27FEB25F,FUTSTK,1711.5,223300,1710.9,1711.4,19446700,350,700,HCLTECH,27-FEB-2025
2025-02-07 09:46:30.665862,HCLTECH27FEB25F,FUTSTK,1713.05,228550,1711.85,1712.85,19446700,350,700,HCLTECH,27-FEB-2025
2025-02-07 09:47:08.651245,HCLTECH27FEB25F,FUTSTK,1711.8,229250,1711.55,1712.2,19446700,350,350,HCLTECH,27-FEB-2025
2025-02-07 09:47:52.395793,HCLTECH27FEB25F,FUTSTK,1713.4,232400,1712.4,1713.1,19446700,350,350,HCLTECH,27-FEB-2025
2025-02-07 09:48:28.274735,HCLTECH27FEB25F,FUTSTK,1713.4,232400,1712.4,1713.1,19446700,350,700,HCLTECH,27-FEB-2025
2025-02-07 09:49:10.456556,HCLTECH27FEB25F,FUTSTK,1712.85,233100,1712.55,1712.85,19447400,700,700,HCLTECH,27-FEB-2025
