timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,strike,option_type,expiry
2025-02-03 13:10:54.982493,HCLTECH27FEB25P1700,OPTSTK,41.0,389200,40.8,41.05,251650,1050,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:11:01.483146,HCLTECH27FEB25P1700,OPTSTK,41.0,389200,40.9,41.2,251650,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:06.975173,HCLTECH27FEB25P1700,OPTSTK,41.0,389550,40.75,41.05,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:13.563337,HCLTECH27FEB25P1700,OPTSTK,41.0,389550,40.75,41.05,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:21.566476,HCLTECH27FEB25P1700,OPTSTK,41.0,389550,40.2,40.5,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:28.095515,HCLTECH27FEB25P1700,OPTSTK,41.0,389550,40.2,40.5,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:35.248046,HCLTECH27FEB25P1700,OPTSTK,40.15,389550,40.2,40.5,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:41.351801,HCLTECH27FEB25P1700,OPTSTK,40.05,389900,40.05,40.2,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:48.725243,HCLTECH27FEB25P1700,OPTSTK,40.05,389900,40.05,40.2,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:12:57.061552,HCLTECH27FEB25P1700,OPTSTK,40.05,389900,40.05,40.2,251650,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:04.976348,HCLTECH27FEB25P1700,OPTSTK,39.5,390600,39.2,39.5,251650,1050,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:11.519569,HCLTECH27FEB25P1700,OPTSTK,39.5,390600,39.2,39.5,251650,1050,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:17.996264,HCLTECH27FEB25P1700,OPTSTK,40.1,390600,39.2,39.5,252000,1050,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:23.973374,HCLTECH27FEB25P1700,OPTSTK,40.1,390600,39.2,39.5,252000,1050,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:30.210383,HCLTECH27FEB25P1700,OPTSTK,40.1,391650,39.75,40.05,252000,1400,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:36.333333,HCLTECH27FEB25P1700,OPTSTK,40.1,391650,39.75,40.05,252000,1400,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:42.779416,HCLTECH27FEB25P1700,OPTSTK,40.1,391650,39.75,40.05,252000,1400,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:49.069028,HCLTECH27FEB25P1700,OPTSTK,40.1,391650,39.75,40.05,252000,1400,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:13:56.673382,HCLTECH27FEB25P1700,OPTSTK,39.8,391650,39.85,40.1,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:03.740793,HCLTECH27FEB25P1700,OPTSTK,39.8,391650,39.85,40.1,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:12.348317,HCLTECH27FEB25P1700,OPTSTK,39.8,391650,39.85,40.1,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:19.787887,HCLTECH27FEB25P1700,OPTSTK,39.8,392000,39.25,39.55,252000,1750,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:26.030632,HCLTECH27FEB25P1700,OPTSTK,38.95,392000,39.25,39.55,252000,1750,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:32.362911,HCLTECH27FEB25P1700,OPTSTK,38.4,392000,39.25,39.55,252000,1750,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:38.639461,HCLTECH27FEB25P1700,OPTSTK,38.35,392000,39.25,39.55,252000,1750,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:45.013626,HCLTECH27FEB25P1700,OPTSTK,38.35,394450,38.3,38.65,252000,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:51.861991,HCLTECH27FEB25P1700,OPTSTK,38.35,394450,38.3,38.65,252000,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:14:58.180985,HCLTECH27FEB25P1700,OPTSTK,38.35,394450,38.3,38.65,252000,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:04.440904,HCLTECH27FEB25P1700,OPTSTK,38.4,394450,38.3,38.65,252000,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:10.692247,HCLTECH27FEB25P1700,OPTSTK,38.4,395500,38.5,38.85,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:16.824503,HCLTECH27FEB25P1700,OPTSTK,38.6,395500,38.5,38.85,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:25.123495,HCLTECH27FEB25P1700,OPTSTK,38.55,395500,38.5,38.85,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:33.459915,HCLTECH27FEB25P1700,OPTSTK,38.6,396550,38.35,38.65,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:41.032587,HCLTECH27FEB25P1700,OPTSTK,39.0,396550,38.35,38.65,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:47.244282,HCLTECH27FEB25P1700,OPTSTK,39.0,396550,38.35,38.65,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:53.472636,HCLTECH27FEB25P1700,OPTSTK,38.55,396550,38.35,38.65,252000,350,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:15:59.925373,HCLTECH27FEB25P1700,OPTSTK,38.5,397600,38.3,38.6,252000,700,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:06.191434,HCLTECH27FEB25P1700,OPTSTK,38.5,397600,38.3,38.6,252000,700,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:12.849391,HCLTECH27FEB25P1700,OPTSTK,38.5,397600,38.3,38.6,252000,700,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:19.924427,HCLTECH27FEB25P1700,OPTSTK,38.5,397600,38.3,38.6,252000,700,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:27.248636,HCLTECH27FEB25P1700,OPTSTK,38.5,397950,38.25,38.6,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:33.824304,HCLTECH27FEB25P1700,OPTSTK,38.5,397950,38.25,38.6,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:40.847391,HCLTECH27FEB25P1700,OPTSTK,38.5,397950,38.25,38.6,252000,700,700,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:47.548584,HCLTECH27FEB25P1700,OPTSTK,38.1,397950,38.1,38.4,252350,2100,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:16:54.136902,HCLTECH27FEB25P1700,OPTSTK,38.1,397950,38.1,38.4,252350,2100,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:00.585656,HCLTECH27FEB25P1700,OPTSTK,38.55,397950,38.1,38.4,252350,2100,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:06.941623,HCLTECH27FEB25P1700,OPTSTK,38.55,397950,38.1,38.4,252350,2100,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:14.289780,HCLTECH27FEB25P1700,OPTSTK,38.55,399000,38.5,38.8,252350,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:20.676920,HCLTECH27FEB25P1700,OPTSTK,38.55,399000,38.5,38.8,252350,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:27.089729,HCLTECH27FEB25P1700,OPTSTK,38.55,399000,38.5,38.8,252350,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:33.395518,HCLTECH27FEB25P1700,OPTSTK,38.55,399000,38.5,38.8,252350,350,350,HCLTECH,1700.0,PE,27-FEB-2025
2025-02-03 13:17:39.779757,HCLTECH27FEB25P1700,OPTSTK,39.0,399000,38.7,39.0,252350,700,350,HCLTECH,1700.0,PE,27-FEB-2025
