timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-11 11:39:26.002349,BSLGOLDETF,ETF,77.0,28693,76.66,77.1,0,265,5000
2025-02-11 11:39:26.002349,BSLGOLDETF,ETF,76.99,6905,76.65,76.99,0,1,30
2025-02-11 11:39:59.343295,BSLGOLDETF,ETF,77.0,28693,76.66,77.1,0,565,5000
2025-02-11 11:39:59.343295,BSLGOLDETF,ETF,76.99,6905,76.65,76.99,0,1,30
2025-02-11 11:40:30.827106,BSLGOLDETF,ETF,77.0,28693,76.66,77.0,0,565,10
2025-02-11 11:40:30.827106,BSLGOLDETF,ETF,76.99,6905,76.65,76.99,0,1,30
2025-02-11 11:41:08.405377,BSLGOLDETF,ETF,77.1,28798,76.71,77.1,0,265,4905
2025-02-11 11:41:08.405377,BSLGOLDETF,ETF,76.65,6906,76.65,76.99,0,364,30
2025-02-11 11:41:44.631910,BSLGOLDETF,ETF,77.1,28799,76.71,77.1,0,265,4904
2025-02-11 11:41:44.631910,BSLGOLDETF,ETF,76.65,6906,76.65,76.99,0,364,30
2025-02-11 11:42:22.202747,BSLGOLDETF,ETF,77.1,28934,76.71,77.1,0,265,4769
2025-02-11 11:42:22.202747,BSLGOLDETF,ETF,76.65,6906,76.65,76.99,0,364,30
2025-02-11 11:42:54.121222,BSLGOLDETF,ETF,77.1,29934,76.71,77.1,0,265,3769
2025-02-11 11:42:54.121222,BSLGOLDETF,ETF,76.65,6906,76.7,76.99,0,26,30
2025-02-11 11:43:31.219079,BSLGOLDETF,ETF,77.1,29934,76.71,77.1,0,265,3769
2025-02-11 11:43:31.219079,BSLGOLDETF,ETF,76.65,6906,76.7,76.99,0,26,30
2025-02-11 11:44:04.437295,BSLGOLDETF,ETF,77.1,29934,76.71,77.1,0,265,3769
2025-02-11 11:44:04.437295,BSLGOLDETF,ETF,76.65,6906,76.7,76.99,0,26,30
2025-02-11 11:44:41.795856,BSLGOLDETF,ETF,77.1,29934,76.71,77.1,0,265,3769
2025-02-11 11:44:41.795856,BSLGOLDETF,ETF,76.65,6906,76.7,76.99,0,26,30
2025-02-11 11:45:15.219921,BSLGOLDETF,ETF,77.1,30934,76.71,77.1,0,265,2769
2025-02-11 11:45:15.219921,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:45:47.963973,BSLGOLDETF,ETF,77.1,30934,76.71,77.1,0,265,2769
2025-02-11 11:45:47.963973,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:46:28.711632,BSLGOLDETF,ETF,77.1,31034,76.71,77.1,0,265,2669
2025-02-11 11:46:28.711632,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:47:05.947582,BSLGOLDETF,ETF,77.1,31098,76.71,77.1,0,265,2605
2025-02-11 11:47:05.947582,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:47:40.025787,BSLGOLDETF,ETF,77.1,31099,76.71,77.1,0,265,2604
2025-02-11 11:47:40.025787,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:48:16.603025,BSLGOLDETF,ETF,77.1,31099,76.71,77.1,0,265,2604
2025-02-11 11:48:16.603025,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:48:48.809883,BSLGOLDETF,ETF,77.1,31102,76.71,77.1,0,265,2626
2025-02-11 11:48:48.809883,BSLGOLDETF,ETF,76.99,6911,76.7,76.99,0,26,25
2025-02-11 11:49:25.987574,BSLGOLDETF,ETF,77.1,41135,76.71,77.1,0,465,7659
2025-02-11 11:49:25.987574,BSLGOLDETF,ETF,77.06,7277,76.7,77.16,0,26,9167
2025-02-11 11:49:57.852239,BSLGOLDETF,ETF,77.0,41136,76.71,77.0,0,465,2999
2025-02-11 11:49:57.852239,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,4197
2025-02-11 11:50:31.446112,BSLGOLDETF,ETF,77.0,41136,76.71,77.0,0,465,2999
2025-02-11 11:50:31.446112,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,4198
2025-02-11 11:51:04.279007,BSLGOLDETF,ETF,77.0,41161,76.71,77.0,0,465,2974
2025-02-11 11:51:04.279007,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,4078
2025-02-11 11:51:37.909886,BSLGOLDETF,ETF,77.0,41222,76.71,77.0,0,465,2913
2025-02-11 11:51:37.909886,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,4078
2025-02-11 11:52:14.948975,BSLGOLDETF,ETF,77.0,41222,76.71,77.0,0,465,2913
2025-02-11 11:52:14.948975,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,4078
2025-02-11 11:52:48.185658,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:52:48.185658,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:53:24.519100,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:53:24.519100,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:53:55.047213,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:53:55.047213,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:54:33.272916,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:54:33.272916,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:55:06.590310,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:55:06.590310,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:55:42.535553,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:55:42.535553,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:56:19.824948,BSLGOLDETF,ETF,77.0,41299,76.71,77.0,0,465,2836
2025-02-11 11:56:19.824948,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,3971
2025-02-11 11:56:54.957738,BSLGOLDETF,ETF,77.0,41325,76.71,77.0,0,465,2810
2025-02-11 11:56:54.957738,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,2530
2025-02-11 11:57:29.250466,BSLGOLDETF,ETF,77.0,41325,76.71,77.0,0,465,2810
2025-02-11 11:57:29.250466,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,2530
2025-02-11 11:58:02.532058,BSLGOLDETF,ETF,77.0,41353,76.71,77.0,0,465,2782
2025-02-11 11:58:02.532058,BSLGOLDETF,ETF,77.06,7277,77.0,77.06,0,25,1
2025-02-11 11:58:34.985087,BSLGOLDETF,ETF,77.0,41353,76.71,77.0,0,465,2782
2025-02-11 11:58:34.985087,BSLGOLDETF,ETF,77.0,7302,76.7,77.06,0,26,1
2025-02-11 11:59:08.800141,BSLGOLDETF,ETF,77.0,41354,76.72,77.0,0,265,2781
2025-02-11 11:59:08.800141,BSLGOLDETF,ETF,77.0,7302,76.7,77.06,0,26,1
2025-02-11 11:59:40.181643,BSLGOLDETF,ETF,77.0,41449,76.72,77.0,0,265,2686
2025-02-11 11:59:40.181643,BSLGOLDETF,ETF,77.69,11194,76.7,77.66,0,26,132
2025-02-11 12:00:14.682111,BSLGOLDETF,ETF,77.0,41449,76.72,77.0,0,265,2686
2025-02-11 12:00:14.682111,BSLGOLDETF,ETF,77.69,11194,76.71,77.5,0,200,1
2025-02-11 12:00:45.598907,BSLGOLDETF,ETF,77.0,41449,76.72,77.0,0,205,2686
2025-02-11 12:00:45.598907,BSLGOLDETF,ETF,77.69,11194,77.0,77.49,0,2,132
2025-02-11 12:01:20.709287,BSLGOLDETF,ETF,77.0,41449,76.73,77.0,0,205,2686
2025-02-11 12:01:20.709287,BSLGOLDETF,ETF,77.69,11194,77.0,77.49,0,2,132
2025-02-11 12:01:52.583348,BSLGOLDETF,ETF,77.0,41459,76.73,77.0,0,205,2676
2025-02-11 12:01:52.583348,BSLGOLDETF,ETF,77.69,11194,77.0,77.49,0,2,133
2025-02-11 12:02:23.486172,BSLGOLDETF,ETF,77.0,41460,76.73,77.0,0,205,2675
2025-02-11 12:02:23.486172,BSLGOLDETF,ETF,77.69,11194,77.0,77.49,0,2,133
2025-02-11 12:03:04.003263,BSLGOLDETF,ETF,77.0,41460,76.73,77.0,0,205,2675
2025-02-11 12:03:04.003263,BSLGOLDETF,ETF,77.69,11194,77.0,77.49,0,2,133
2025-02-11 12:03:35.446115,BSLGOLDETF,ETF,77.0,41860,76.74,77.0,0,265,2276
2025-02-11 12:03:35.446115,BSLGOLDETF,ETF,77.0,11245,76.71,77.0,0,200,459
2025-02-11 12:04:11.951410,BSLGOLDETF,ETF,77.0,51600,76.73,77.0,0,205,3000
2025-02-11 12:04:11.951410,BSLGOLDETF,ETF,77.0,11270,76.71,77.0,0,200,434
