timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-11 11:39:26.002349,LIQUIDIETF,ETF,1000.0,64833,999.99,1000.0,0,25257,23143
2025-02-11 11:39:26.002349,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:39:59.343295,LIQUIDIETF,ETF,1000.0,64833,999.99,1000.0,0,25257,23143
2025-02-11 11:39:59.343295,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:40:30.827106,LIQUIDIETF,ETF,1000.0,64833,999.99,1000.0,0,25257,23143
2025-02-11 11:40:30.827106,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:41:08.405377,LIQUIDIETF,ETF,1000.0,64833,999.99,1000.0,0,25257,23143
2025-02-11 11:41:08.405377,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:41:44.631910,LIQUIDIETF,ETF,1000.0,65433,999.99,1000.0,0,25257,22543
2025-02-11 11:41:44.631910,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:42:22.202747,LIQUIDIETF,ETF,1000.0,65433,999.99,1000.0,0,25257,23543
2025-02-11 11:42:22.202747,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:42:54.121222,LIQUIDIETF,ETF,999.99,65463,999.99,1000.0,0,30227,23567
2025-02-11 11:42:54.121222,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:43:31.219079,LIQUIDIETF,ETF,999.99,65463,999.99,1000.0,0,30227,23567
2025-02-11 11:43:31.219079,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:44:04.437295,LIQUIDIETF,ETF,999.99,65463,999.99,1000.0,0,30227,23567
2025-02-11 11:44:04.437295,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:44:41.795856,LIQUIDIETF,ETF,999.99,65463,999.99,1000.0,0,30227,23567
2025-02-11 11:44:41.795856,LIQUIDIETF,ETF,1000.0,9744,1000.0,1000.01,0,48156,6150
2025-02-11 11:45:15.219921,LIQUIDIETF,ETF,999.99,65463,999.99,1000.0,0,30227,23567
2025-02-11 11:45:15.219921,LIQUIDIETF,ETF,1000.0,9762,1000.0,1000.01,0,48138,6150
