timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-11 11:39:26.002349,GOLDETF,ETF,84.92,213796,84.75,84.92,0,1000,252
2025-02-11 11:39:26.002349,GOLDETF,ETF,84.97,47938,84.71,84.97,0,7,270
2025-02-11 11:39:59.343295,GOLDETF,ETF,84.92,214806,84.75,84.9,0,1000,100
2025-02-11 11:39:59.343295,GOLDETF,ETF,84.97,47938,84.9,84.95,0,1000,120
2025-02-11 11:40:30.827106,GOLDETF,ETF,84.92,214806,84.8,84.9,0,9,100
2025-02-11 11:40:30.827106,GOLDETF,ETF,84.97,47938,84.8,84.95,0,1000,113
2025-02-11 11:41:08.405377,GOLDETF,ETF,84.92,214939,84.9,84.92,0,255,378
2025-02-11 11:41:08.405377,GOLDETF,ETF,84.95,47988,84.85,84.97,0,432,603
2025-02-11 11:41:44.631910,GOLDETF,ETF,84.92,214939,84.9,84.92,0,255,378
2025-02-11 11:41:44.631910,GOLDETF,ETF,84.95,47988,84.85,84.97,0,432,603
2025-02-11 11:42:22.202747,GOLDETF,ETF,84.9,215194,84.8,84.9,0,9,2200
2025-02-11 11:42:22.202747,GOLDETF,ETF,84.95,47988,84.8,84.95,0,1000,2940
2025-02-11 11:42:54.121222,GOLDETF,ETF,84.9,215194,84.8,84.9,0,9,2200
2025-02-11 11:42:54.121222,GOLDETF,ETF,84.8,48988,84.72,84.8,0,4,4379
2025-02-11 11:43:31.219079,GOLDETF,ETF,84.8,215316,84.8,84.9,0,8,2080
2025-02-11 11:43:31.219079,GOLDETF,ETF,84.72,48991,84.71,84.8,0,3,4378
2025-02-11 11:44:04.437295,GOLDETF,ETF,84.9,215434,84.8,84.9,0,8,2162
2025-02-11 11:44:04.437295,GOLDETF,ETF,84.8,49011,84.71,84.8,0,3,4358
2025-02-11 11:44:41.795856,GOLDETF,ETF,84.9,215434,84.8,84.9,0,8,2162
2025-02-11 11:44:41.795856,GOLDETF,ETF,84.8,49011,84.71,84.8,0,3,4358
2025-02-11 11:45:15.219921,GOLDETF,ETF,84.9,215436,84.8,84.9,0,8,2160
2025-02-11 11:45:15.219921,GOLDETF,ETF,84.8,49011,84.71,84.8,0,3,4358
2025-02-11 11:45:47.963973,GOLDETF,ETF,84.9,215436,84.8,84.9,0,8,2160
2025-02-11 11:45:47.963973,GOLDETF,ETF,84.8,49026,84.71,84.8,0,3,4343
2025-02-11 11:46:28.711632,GOLDETF,ETF,84.9,215455,84.8,84.9,0,8,2141
2025-02-11 11:46:28.711632,GOLDETF,ETF,84.8,49026,84.71,84.8,0,3,4343
2025-02-11 11:47:05.947582,GOLDETF,ETF,84.9,215455,84.8,84.89,0,8,535
2025-02-11 11:47:05.947582,GOLDETF,ETF,84.8,49026,84.71,84.8,0,3,4343
2025-02-11 11:47:40.025787,GOLDETF,ETF,84.89,215665,84.8,84.89,0,8,325
2025-02-11 11:47:40.025787,GOLDETF,ETF,84.8,49026,84.71,84.8,0,3,4343
2025-02-11 11:48:16.603025,GOLDETF,ETF,84.85,219265,84.8,84.85,0,33,843
2025-02-11 11:48:16.603025,GOLDETF,ETF,84.8,53369,84.71,84.9,0,16,673
2025-02-11 11:48:48.809883,GOLDETF,ETF,84.85,219268,84.8,84.89,0,33,1065
2025-02-11 11:48:48.809883,GOLDETF,ETF,84.9,53370,84.71,84.94,0,16,112
2025-02-11 11:49:25.987574,GOLDETF,ETF,84.89,219292,84.8,84.89,0,33,1041
2025-02-11 11:49:25.987574,GOLDETF,ETF,84.94,53394,84.71,84.94,0,16,520
2025-02-11 11:49:57.852239,GOLDETF,ETF,84.85,219323,84.8,84.85,0,33,1809
2025-02-11 11:49:57.852239,GOLDETF,ETF,84.94,53394,84.71,84.9,0,16,1031
2025-02-11 11:50:31.446112,GOLDETF,ETF,84.85,219574,84.8,84.85,0,33,1558
2025-02-11 11:50:31.446112,GOLDETF,ETF,84.94,53394,84.75,84.9,0,25,956
2025-02-11 11:51:04.279007,GOLDETF,ETF,84.85,219710,84.8,84.85,0,33,1422
2025-02-11 11:51:04.279007,GOLDETF,ETF,84.9,53399,84.75,84.9,0,25,1137
2025-02-11 11:51:37.909886,GOLDETF,ETF,84.85,219846,84.8,84.85,0,233,1286
2025-02-11 11:51:37.909886,GOLDETF,ETF,84.75,53405,84.75,84.9,0,204,681
2025-02-11 11:52:14.948975,GOLDETF,ETF,84.8,219846,84.8,84.85,0,233,1286
2025-02-11 11:52:14.948975,GOLDETF,ETF,84.75,53405,84.75,84.9,0,19,681
2025-02-11 11:52:48.185658,GOLDETF,ETF,84.8,220046,84.8,84.85,0,33,1286
2025-02-11 11:52:48.185658,GOLDETF,ETF,84.75,53405,84.75,84.9,0,19,681
2025-02-11 11:53:24.519100,GOLDETF,ETF,84.8,220046,84.8,84.85,0,73,1286
2025-02-11 11:53:24.519100,GOLDETF,ETF,84.75,53405,84.75,84.9,0,40,681
2025-02-11 11:53:55.047213,GOLDETF,ETF,84.85,220087,84.8,84.85,0,678,1245
2025-02-11 11:53:55.047213,GOLDETF,ETF,84.75,53405,84.75,84.9,0,34,660
2025-02-11 11:54:33.272916,GOLDETF,ETF,84.8,220140,84.75,84.8,0,4,307
2025-02-11 11:54:33.272916,GOLDETF,ETF,84.75,53405,84.75,84.85,0,19,244
2025-02-11 11:55:06.590310,GOLDETF,ETF,84.85,220811,84.75,84.85,0,4,891
2025-02-11 11:55:06.590310,GOLDETF,ETF,84.85,53455,84.75,84.9,0,19,750
2025-02-11 11:55:42.535553,GOLDETF,ETF,84.85,220811,84.75,84.85,0,4,891
2025-02-11 11:55:42.535553,GOLDETF,ETF,84.85,53455,84.75,84.9,0,19,750
2025-02-11 11:56:19.824948,GOLDETF,ETF,84.85,220811,84.8,84.85,0,1000,891
2025-02-11 11:56:19.824948,GOLDETF,ETF,84.85,53455,84.75,84.9,0,819,750
2025-02-11 11:56:54.957738,GOLDETF,ETF,84.85,220811,84.8,84.85,0,1000,891
2025-02-11 11:56:54.957738,GOLDETF,ETF,84.85,53455,84.75,84.9,0,819,750
2025-02-11 11:57:29.250466,GOLDETF,ETF,84.85,220846,84.8,84.85,0,1000,856
2025-02-11 11:57:29.250466,GOLDETF,ETF,84.85,53455,84.75,84.9,0,819,722
2025-02-11 11:58:02.532058,GOLDETF,ETF,84.85,220846,84.8,84.85,0,1000,856
2025-02-11 11:58:02.532058,GOLDETF,ETF,84.85,53455,84.75,84.9,0,819,722
2025-02-11 11:58:34.985087,GOLDETF,ETF,84.85,221096,84.8,84.85,0,1000,1606
2025-02-11 11:58:34.985087,GOLDETF,ETF,84.9,53743,84.75,84.9,0,819,864
2025-02-11 11:59:08.800141,GOLDETF,ETF,84.85,221099,84.8,84.85,0,1000,1603
2025-02-11 11:59:08.800141,GOLDETF,ETF,84.9,53743,84.75,84.9,0,819,863
2025-02-11 11:59:40.181643,GOLDETF,ETF,84.85,223360,84.8,84.85,0,1000,1395
