timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty
2025-02-07 09:41:04.762161,HCLTECH,EQ,1702.7,171109,1702.55,1702.7,0,13,1
2025-02-07 09:41:42.441880,HCLTECH,EQ,1701.35,173131,1701.2,1701.35,0,540,330
2025-02-07 09:42:27.307945,HCLTECH,EQ,1702.95,180286,1703.0,1703.55,0,33,141
2025-02-07 09:43:04.861169,HCLTECH,EQ,1702.65,183325,1702.5,1702.65,0,40,19
2025-02-07 09:43:50.241849,HCLTECH,EQ,1702.75,183969,1702.7,1702.75,0,260,313
2025-02-07 09:44:29.824244,HCLTECH,EQ,1704.65,192010,1704.0,1704.55,0,4,6
2025-02-07 09:45:12.696687,HCLTECH,EQ,1704.1,192603,1704.1,1704.3,0,94,49
2025-02-07 09:45:46.594235,HCLTECH,EQ,1704.15,195672,1704.1,1704.15,0,148,592
2025-02-07 09:46:30.665862,HCLTECH,EQ,1705.55,198799,1705.15,1705.55,0,37,29
2025-02-07 09:47:08.651245,HCLTECH,EQ,1704.85,200047,1704.65,1704.85,0,294,381
2025-02-07 09:47:52.395793,HCLTECH,EQ,1705.2,203619,1705.2,1705.95,0,8,47
2025-02-07 09:48:28.274735,HCLTECH,EQ,1705.5,204084,1705.3,1705.5,0,3,76
2025-02-07 09:49:10.456556,HCLTECH,EQ,1705.5,204539,1705.45,1705.5,0,393,292
