timestamp,symbol,instrument,ltp,volume,bid,ask,oi,bid_qty,ask_qty,stock_name,strike,option_type,expiry
2025-02-03 14:30:43.356458,BPCL27FEB25P250,OPTSTK,8.95,3722400,9.0,9.1,1789200,7200,3600,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:30:51.472723,BPCL27FEB25P250,OPTSTK,9.15,3724200,9.0,9.15,1789200,9000,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:30:57.680651,BPCL27FEB25P250,OPTSTK,9.05,3724200,9.0,9.15,1789200,9000,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:04.042521,BPCL27FEB25P250,OPTSTK,9.05,3724200,9.0,9.15,1789200,9000,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:10.729649,BPCL27FEB25P250,OPTSTK,9.05,3726000,9.1,9.2,1789200,3600,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:17.062359,BPCL27FEB25P250,OPTSTK,9.05,3726000,9.1,9.2,1789200,3600,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:24.194290,BPCL27FEB25P250,OPTSTK,9.05,3726000,9.1,9.2,1789200,3600,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:32.517022,BPCL27FEB25P250,OPTSTK,9.2,3727800,9.2,9.3,1796400,1800,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:39.856788,BPCL27FEB25P250,OPTSTK,9.2,3727800,9.2,9.3,1796400,1800,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:46.142360,BPCL27FEB25P250,OPTSTK,9.3,3727800,9.2,9.3,1796400,1800,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:52.500672,BPCL27FEB25P250,OPTSTK,9.3,3727800,9.2,9.3,1796400,1800,5400,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:31:58.981509,BPCL27FEB25P250,OPTSTK,9.3,3731400,9.25,9.35,1796400,5400,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:32:05.496655,BPCL27FEB25P250,OPTSTK,9.3,3731400,9.25,9.35,1796400,5400,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:32:12.111592,BPCL27FEB25P250,OPTSTK,9.35,3731400,9.25,9.35,1796400,5400,9000,BPCL,250.0,PE,27-FEB-2025
2025-02-03 14:32:18.524116,BPCL27FEB25P250,OPTSTK,9.3,3744000,9.25,9.35,1796400,3600,5400,BPCL,250.0,PE,27-FEB-2025
